Customer Id,Cost
fffe3400310033003300,258.625
fffe3600350035003400,299.7290999999999
fffe3700360030003500,208.06940000000006
fffe350038003600,220.37250000000006
fffe3500390032003500,307.76320000000004
fffe3900360034003300,305.8841
fffe3200380034003700,564.2587999999996
fffe3900370035003200,882.2804999999998
fffe3100380039003200,605.6062000000001
fffe3300330036003800,169.3984
fffe3600370030003400,1046.6627000000005
fffe3500380034003200,238.06649999999988
fffe370035003600,161.66370000000003
fffe3100340039003800,447.7599999999999
fffe340030003700,30668.2182
fffe330038003700,293.0413999999999
fffe3500300032003000,1478.5367999999999
fffe390038003700,256.3587999999999
fffe3600390033003600,429.40100000000007
fffe3300380036003100,1157.6216000000009
fffe3200330032003100,137.39649999999997
fffe3900300037003900,2499.2652999999996
fffe3100350030003700,194.6001999999999
fffe3700360035003100,14464.544399999997
fffe350034003100,268.1182999999999
fffe3400380039003700,262.3572000000001
fffe3900320031003800,1329.9111000000003
fffe3300360034003600,815.4668999999998
fffe3500370037003500,195.2830999999999
fffe34003500,426.1479000000001
fffe3800370030003500,306.87530000000015
fffe3300340035003800,212.8883
fffe3700380033003100,171.15219999999997
fffe3200370034003600,162.72829999999996
fffe3200370033003500,14647.46470000001
fffe3100380039003700,170.6344999999999
fffe3100310035003300,42724.985700000005
fffe3100320031003700,244.71620000000001
fffe3700390034003600,300.0884000000001
fffe3200380033003000,224.87879999999993
fffe3500320034003800,1547.6002000000005
fffe3900390034003300,340.72159999999997
fffe3900350033003200,489.3518999999997
fffe3300350033003900,696.1740999999997
fffe3600330030003800,636.8814000000002
fffe3600310032003000,172.25900000000004
fffe3700340036003800,277.6051000000001
fffe3800320037003500,221.3571000000001
fffe3200330037003000,179.71310000000005
fffe3100320035003500,150.45640000000006
fffe3300370033003000,261.78930000000014
fffe3900360030003300,317.2019000000001
fffe3400340034003000,306.6935999999999
fffe3800300035003300,7643.120700000003
fffe3700340035003900,1534.904200000001
fffe3600340034003900,138.0525
fffe310030003500,212.63539999999995
fffe3700310035003200,340.1071999999999
fffe3100330033003900,216.84319999999997
fffe3800330030003700,158.15329999999997
fffe3900370033003100,174.46019999999996
fffe3500330036003400,59350.59419999999
fffe3700350036003200,2801.443400000001
fffe3500390037003700,137.59619999999998
fffe3200340034003300,5295.485400000001
fffe3300350032003200,344.1369000000002
fffe360034003500,186.22709999999995
fffe3900390030003600,1184.0705999999989
fffe3400350034003000,10376.280899999998
fffe3600360036003300,257.86220000000003
fffe3800350030003100,721.8639
fffe3400300030003000,324.48130000000003
fffe3200390037003600,539.4831999999997
fffe3600350039003500,12664.926699999995
fffe3300350038003600,431.6927000000001
fffe3600350037003900,204.94
fffe3200360035003900,390.99850000000015
fffe3300360039003100,6591.8346999999985
fffe3400370030003300,2219.6279
fffe3400300031003600,703.4016
fffe3900340034003000,339.5924999999999
fffe3700350038003900,564.2606000000003
fffe3300330032003800,300.568
fffe370039003600,252.4737000000002
fffe3400340036003300,245.71620000000007
fffe3900360034003400,212.98550000000006
fffe3900380037003700,2637.7493000000013
fffe3600360039003700,509.8564999999998
fffe3600340031003600,361.0263000000001
fffe3500370035003900,164.85699999999989
fffe3700330037003400,3790.1744999999996
fffe320037003400,992.2765
fffe3500310034003800,592.7973999999999
fffe3700390039003200,3831.3972999999996
fffe3900390038003600,435.66509999999994
fffe3700380033003500,206.6534
fffe3700320036003800,4077.9726
fffe3300360034003100,27110.099900000012
fffe3700330038003400,505.87519999999984
fffe3800380033003400,254.81639999999996
fffe3200390030003300,439.76939999999973
fffe3900380035003200,383.7363
fffe3600340031003100,201.05120000000002
fffe3200300036003200,2042.5946000000017
fffe370039003400,210.0725
fffe3500390030003300,2040.1499000000006
fffe3700350030003700,388.64720000000017
fffe3100370035003500,241.96520000000018
fffe3900390038003100,228.72240000000002
fffe3300320031003900,1383.5722000000003
fffe3500300030003500,156.95499999999998
fffe3800380031003200,227.10869999999989
fffe3400390034003200,357.51840000000004
fffe3200370037003200,228.85129999999998
fffe370039003800,1609.7568
fffe3900360035003200,1655.4249000000002
fffe3600370039003800,157.5398999999999
fffe310037003900,20870.293499999996
fffe3700360039003200,474.0172999999997
fffe3700350035003200,240.09539999999993
fffe3300350035003000,235.97949999999983
fffe3400340034003900,628.5745999999998
fffe3700340038003600,249.71850000000003
fffe3200320033003500,285.4963000000002
fffe3600310035003800,170.9811999999999
fffe36003300,13864.164299999997
fffe3500310038003000,134.2447
fffe3600360036003500,323.0096999999996
fffe3400300039003500,991.6194999999996
fffe3300370034003400,731.9632999999999
fffe380037003400,231.12580000000003
fffe3500380036003000,3750.432000000002
fffe3800360031003700,242.2353
fffe370031003300,23563.86709999998
fffe3500350032003700,6917.552300000006
fffe3400370035003100,209.4813
fffe3800310033003400,212.43649999999994
fffe3800350031003600,6663.994500000002
fffe3700300032003200,177.87849999999992
fffe3400350036003400,5103.562800000001
fffe3300390034003200,636.7003
fffe3700330030003300,245.8985999999999
fffe3100350038003600,5272.110999999996
fffe3900330030003100,340.7336
fffe3400370033003200,4337.115499999998
fffe3800350031003900,2931.958400000001
fffe3600360034003400,279.9048
fffe3300380033003000,2013.4315000000008
fffe3700330038003800,509.7247000000005
fffe3500340033003100,1232.0273999999995
fffe3600380030003900,119260.42019999988
fffe380036003000,1098.6306000000006
fffe3800380034003300,164.5145
fffe310034003100,228.02940000000012
fffe3500310036003700,225114.5374999999
fffe3700300039003400,651.1487000000001
fffe3800320037003400,600.2782000000002
fffe3600310034003600,2230.412300000001
fffe3200320034003700,302.677
fffe3700330034003400,282.35779999999994
fffe3100300032003200,428.88479999999987
fffe3400340038003100,345.5623000000001
fffe350030003200,270.4591999999999
fffe3200340038003900,8892.4326
fffe340036003500,232.19479999999993
fffe3700310037003100,742.6707000000002
fffe3900360030003100,539.0102000000002
fffe3800310038003800,861.0146
fffe3500350039003900,847.6207000000002
fffe3100330039003800,174.9214
fffe360034003400,290.8524
fffe3300380030003500,1036.9966
fffe320036003600,217.7992000000002
fffe3900330038003700,267.6218999999999
fffe3400330031003500,5860.096799999998
fffe3800320033003000,143.6095
fffe3200380039003600,167.20589999999993
fffe3200340032003500,560.127
fffe3700370036003500,14814.016499999992
fffe3200390030003500,1578.3854000000006
fffe3300390036003200,6705.858699999999
fffe3300380031003000,132.94589999999994
fffe380038003100,2337.4823
fffe3900370034003200,51800.55919999998
fffe3800340036003900,631.9879000000004
fffe330035003900,1142.8621999999996
fffe3300370031003900,201.1053
fffe3300330034003700,1941.5082000000007
fffe3400350030003500,206.09020000000004
fffe3400340039003300,174.26649999999995
fffe3200310033003300,1503.8618
fffe3200310037003600,446.33689999999973
fffe3600330039003400,212.05020000000002
fffe3900320030003400,921.9037000000011
fffe3100310035003900,441.9169999999998
fffe3700340034003800,296.90999999999997
fffe3400350035003400,1668.1347999999998
fffe3600330033003700,25972.359199999984
fffe3400350030003900,344.2715000000002
fffe3300310038003500,374.12499999999983
fffe3100350035003700,355.12020000000007
fffe3600300037003100,134.7172
fffe3600300033003300,267.32370000000003
fffe3600390035003600,127.1882
fffe3800300032003800,171.36810000000006
fffe320034003200,327.12899999999996
fffe3700340031003000,377.6739
fffe3100320031003100,657.0040999999999
fffe3600370035003300,180.22210000000007
fffe3500330039003500,1816.2611999999997
fffe3500380031003100,6839.978899999999
fffe3900320035003900,708.3502999999998
fffe3600330036003100,595.3799000000005
fffe3200350033003600,120774.43980000004
fffe3600310030003200,1166.8461999999997
fffe3200300037003000,228.8678999999999
fffe3500320034003300,247.43180000000004
fffe3800390031003200,3113.779600000001
fffe3700370034003400,673.8099000000002
fffe3100310036003500,187.61439999999996
fffe3500320036003600,284.8303
fffe3900390037003300,629.7818
fffe3600300031003200,578.5798000000002
fffe3800330038003700,1973.5174
fffe320037003100,285.13929999999993
fffe3400350032003000,225.7314
fffe3800330033003700,2415.6403000000005
fffe3400360035003800,222.847
fffe3800340038003900,190.24490000000003
fffe3500390038003800,607.4518999999999
fffe3300310032003900,118.42640000000004
fffe3700370037003700,163.54360000000005
fffe3100310036003700,167.00609999999998
fffe3300390032003600,488.0454000000001
fffe3700370036003900,398.67459999999977
fffe3300350038003000,964.3088000000005
fffe310038003600,405.84850000000023
fffe3200300031003700,5247.4522
fffe3800380031003300,204.9859000000001
fffe3900380038003400,4587.824399999999
fffe3500310036003500,293.2276000000001
fffe3300300039003700,187.90469999999993
fffe3900320035003100,229.69890000000004
fffe3800380034003100,831.6787
fffe3800300031003200,210.06029999999993
fffe3800300037003600,609.1070000000004
fffe3500380038003600,256.4563000000001
fffe3100310033003400,435.0172999999996
fffe370035003000,1155.6455000000003
fffe3700370030003200,3447.964799999999
fffe3800340038003500,836.9463000000001
fffe3100320032003900,763.3343999999994
fffe3600340034003700,453.7619000000001
fffe3300320039003300,1155.4388000000004
fffe350034003400,381.6409000000001
fffe3100340039003700,178.75129999999993
fffe330033003800,337.6134
fffe3400350036003200,207.38620000000006
fffe3300380031003200,244.73000000000005
fffe3100360030003100,141.25300000000001
fffe3300370031003600,608.1624999999999
fffe3700300034003700,4189.870800000002
fffe3900310031003600,1201.4409999999998
fffe3500360037003100,175.19929999999997
fffe350039003400,710.2567999999997
fffe3600390038003200,1795.4986
fffe3800360039003700,2289.3197999999993
fffe3600350033003300,316.2093
fffe3900310031003500,513.1651999999999
fffe3500300035003600,430.9446
fffe3800390031003300,32042.367699999995
fffe3100350035003600,1824.114500000001
fffe3800390036003400,323.88529999999986
fffe3500320033003600,288.66460000000006
